profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,metric,contrast,difference,ci95_low,ci95_high,ci_excludes_zero,direction_if_excludes_zero
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.3912912963056902,0.3672964907015508,0.4168868873785533,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-90.27212318982396,-92.3411490188397,-88.16122215467534,True,negative
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.03810472417297997,0.03591983200950458,0.040371221568131666,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.04855639711398524,-0.05931295676999079,-0.038051080056351626,True,negative
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.38230403943110947,0.3582834994292399,0.40783139628007126,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,4.688055072370851,4.191876889670404,5.198747484382479,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.603211588191135,0.5767348789610179,0.6316502387258824,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-90.27212318982396,-92.3402731141153,-88.14246045588327,True,negative
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.03810472417297997,0.035961257515253746,0.040325427563761305,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.04855639711398524,-0.05946185008150108,-0.037901309682243416,True,negative
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.5518366720274864,0.5257729553311892,0.5796713516648919,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,25.318188930521636,24.03001142805316,26.582879677688734,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.3320042163978819,0.31696127651955436,0.34676307074959856,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-201.4808116376559,-204.5972369255522,-198.39251949728646,True,negative
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.031317744560480365,0.030048206711024997,0.03299144101156535,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.03321083349737464,-0.04060522198159063,-0.026804195303457793,True,negative
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.3230169595233011,0.3079852250757674,0.337914027122495,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,6.677189855381308,6.465675528368303,6.899977852567348,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.5662394170393701,0.552676832288482,0.5808954051072943,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-201.4808116376559,-204.56372428215573,-198.49582023859494,True,negative
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.031317744560480365,0.03006194466451268,0.032968007071913205,True,positive
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.03321083349737464,-0.04057973264451947,-0.02694478718778941,True,negative
v2_depth,prespecified depth-onset and saturation study,12,2.0,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.5148645008757214,0.5010945370938246,0.5297423077344315,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,24.44608867605639,23.871485539063084,25.02246351948307,True,positive
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.30072604583673385,0.2939918133259312,0.3077384100834581,True,positive
